cityname,Article 
Kochi,"['Tirza Lavi is back to the land where she was born. Here with her husband and daughter, Tirza will visit her ancestral home town, North Paravur. Archaeologist and Founder-Curator of the Nevatim Museum in Israel that houses details, which preciously preserve her community’s enigmatic past, Tirza believes that the connection between Israel and India will never dim.', 'The Malabari Jews first set foot in India nearly 2,000 years ago. And the ancient seaport of Muziris, its neighbouring regions, was home to this community for generations, till Israel was formed in 1948. When the Jews left for the ‘Promised Land’ they took back with them memories of life here. Tirza is one such Jew.', '“I was born in Paravur as the seventh of nine children. We lived in a three-storied house built by my grandfather near the entrance to the town. Most of my community left before I was born. At that time, because of the dwindling numbers, members of the community in neighbouring Chendamangalam moved to Paravur. This was so because of the absence of a\nminyan\n(a quorum of 10 members needed for prayer at a synagogue) in their village,” says Tirza.', 'Later, Tirza too moved to Israel with her parents, at the age of 13. “It was like uprooting a tree and moving it to an unfamiliar surrounding. Everything was foreign, the language, culture, dress code and food.” In school, things were not easy, she says. She had to study Hebrew in depth and adapt to a completely new system. “I eventually succeeded in doing so, but what I realised was that an immigrant, especially one from India, stays different from the Israeli children.” Tirza explains that it took a while to let go off ‘the sense of home’, which was Kerala. And even years after living in Israel, she says that there is an uncanny tug at her heart to reach out to Paravur.', 'Memories of her childhood are vivid — of Hebrew and Malayalam lessons, festivities at the synagogue, and prayers. Much of their life revolved around the Synagogue and its grounds where children played, to the celebration of Israel’s independence day. “In Israel, the older generation strongly hold on to these memories and tradition.”', ""She, however, is concerned about the new generation who has little connection to their Indian ancestry, except through stories narrated to them by their families. Tirza is keen that this special history is preserved for posterity and works diligently for it. “It first began with my father's keen interest in our ancestry and then my MA study where I submitted two papers on the subject: One was on the immigration process of the Malabari Jews to Israel and the other was the absorption of the community and the second generation in Israel.” This sparked a keen love for the subject, and delving deeper into the details of it, she played a pivotal role in establishing a centre for Kerala Jews in Israel. “It began with an exhibition that was set up in 1984 to celebrate 30 years of immigration of the Jews from Kochi. The centre’s vision is to preserve and present the material and spiritual culture of the Jewish community of Kerala, and to serve as a cultural centre facilitating research.”"", 'The town of Paravur, where the community set foot 900 years ago (according to oral, local Jewish tradition), with its entrance columns, houses adorned with extensive backyards and wells, the grand Synagogue, and the echo of voices of the community elders in the town square, Tirza says remains today only in books and images at the small museum at the centre in Israel. The permanent exhibition reveals the atmosphere and life of the Jews in Kerala, before their migration, which includes rituals, weddings, celebration of Jewish holidays and so on. A film that narrates the customs and traditions of the Jews, including interviews with the elders of the community is also screened.', '“A special corner is dedicated to the holiday of Simchat Torah, the favourite festival of Cochinni Jews, that marks the end and start of the cycle of reading of the Torah.” The oil lamps and other artefacts offer knowledge of the tangible heritage of the community in Kerala. “Nearly 5,000 visitors visit the place annually,” says Tirza, and every year they have a get together for the members of the community, where they relive memories of their past.', 'Currently, Tirza is working on contributing to a book on Cochinni Jews. A collection of articles from various people of the community in Israel will be released shortly to add more information on the Malabari Jews in Israel. “We work to gather as much as information of the community as possible, memoirs, artefacts...everything that tells of our heritage.” Now, Tirza is looking forward to working on a project during the next Kochi-Muziris Biennale through a local collaboration.']"
Kochi,"['A multi-talented artisteSowbhagya Venkitesh is content doing her thing at her paceS Gopakumar', 'Dubsmash sensation Sowbhagya Venkitesh uploaded her first Dubsmash video last year on a lark. The diversion was a welcome change of scene and she found the medium suited her. Her videos have been shared many times over. She’s one of the few, viral women ‘Dubsmashers’ in Kerala. Her take on Salim Kumar’s iconic dialogues have gone viral, shared/viewed many times over across various social media platforms.', '“He is my favourite actor, I am a huge fan of his, I love his work and there is so much potential with his dialogues!”', 'Going viral was the last thing she expected, some of her videos have been viewed a more than a lakh times. Her initial videos went viral when they were uploaded by social media companies and “changed my life as I knew it.”', 'A natural mimic, she unabashedly, sans self-consciousness, channelises the actor, his mannerisms et al. She contorts her face, or make up and everything else it takes to get her act right.', '“I wouldn’t have got this kind of attention and adulation had I been a film star or television actor.” Her father, actor/dancer the late Rajaram, wanted Sowbhagya to make a name for herself, on her talents. “Daddy encouraged me, he didn’t want me to beg for opportunities. He wanted me to create my own chances.” Her father, even in his absence, continues to be a guiding presence in her life she adds. Actor/dancer Thara Kalyan is her mother.', 'Explaining her work, she says she doesn’t use the Dubsmash app, instead converts videos to the MP3 format — selecting a scene and converting it to audio format on her phone. She then records her video. “I don’t show it to anybody before I upload a video. I upload it if I am convinced. I don’t have the patience to redo it, correct it.”', 'Her videos are spot on; the Salim Kumar impressions especially. An off day is typically spent making a few of these, “I learn the dialogues, which doesn’t take much time, set up the phone and I am on. Being a dancer helps with the expressions!”', 'Sowbhagya sounds wiser than her years when she says she is content, she doesn’t aspire for too much. The attention that came her way was just a bonus, but she is pragmatic. Since her grandmother and mother are actors, are films the next stop? “I am not chasing films. In films there is a quest for a ‘new face’, for every film. I don’t want to be the ‘old’ face after one film, I am far too sensitive for that. There are no guarantees and instability makes me uncomfortable.”', 'The adulation her ‘dubsmash’ skills have got her aside this year has been tough on Sowbhagya, her father passed away suddenly earlier this year. A loss she compares to suddenly losing one’s eyesight, it resulted in her relocating to Thiruvananthapuram where she teaches dance at her mother’s dance school. “I want to be a dance teacher as I like teaching than performing especially the teacher-student rapport!”', 'A post-graduate from the RLV College of Music and Fine Arts, Tripunithura, in dance and a University topper to boot, she looks forward to starting her doctoral research in dance. “My dance ‘education’ started when my mother was pregnant with me. I don’t remember a particular age that I started learning. I think I learnt to walk and dance simultaneously. As a toddler, my grandmother has told me, that I would wander on to the stage and dance when my mother performed.” She was three when she had her arangettam, she performs with her mother.', '', 'I wouldn’t have got this kind of attention and adulation had I been a film star or television actor']"
Kochi,"['In a multi-mosaic worldScenes from the festivalNivedita Ganguly', 'There’s no more thrilling way to see the stunning undulating landscapes of the Eastern Ghats in Araku Valley than from a hot air balloon. As we silently float over fields of yellow niger flowers, interspersed with navigating streams and green valleys, Atiqah Khairudin from Malaysia, the pilot of my hot air balloon, exclaims: “This is the most picturesque vista from the ultimate vantage point — the air!” The windy skies make me a bit nervous, but Atiqah assures me that it is going to be the most exciting experience of my life as I take my first balloon safari at the Araku Balloon Festival. Tucked away in the lap of Nature and serenity, Araku is known for its pristine valleys, cultural heritage, stunning waterfalls gushing out of the hills and coffee plantations.', 'Atiqah adds, “This beautiful piece of jewel is such a discovery for balloon pilots. It can be a great way to showcase its beauty to people who want to experience the grand panoramic view from the hot air balloon.” Ours was the first hot air balloon to take to the skies and one of the most compact ones. As we sail over the tribal hamlets and agricultural fields, all around us the sky fills with more hot air balloons looking like tiny dots of colourful confetti. At the festival, some of the world’s most experienced ballooning pilots have come to explore the virgin skies of Araku.', 'The winds have stabilised a bit, but the next challenge is to find a spot to land. Each balloonist has two radio sets — one for the pilot and the other for the staff below. While I find myself immersed in the magical scenes unfolding before me, Atiqah gets ready to land and sends a message from her radio set. “The most different way to fly a hot air balloon is to fly low and the most challenging part is to get a deal landing,” says the confident young pilot. By now, the winds have again picked up pace. Beneath us, there are just fields of yellow niger fields. As she prepares for the final part of the landing, I can sense a slight anxiety in her voice. “We are heading for a bit of an adventurous landing this time. Just hold on!” she instructs.', 'While I tightly fix myself to the corner of the basket, the balloon makes quite a strong impact on the field as we hit the ground. For a second, my heart is in my mouth. Within seconds, my anxiety meets the curious, excited faces of the villagers from the neighbouring tribal hamlet who run towards us to greet us with a warm hello. “This is the best part of ballooning. Wherever you land, you are always welcomed with such warmth,” remarks Atiqah, while we both get hold of the rope to pull the lovely yellow balloon to the ground.', '(Araku Balloon Festival is an initiative of AP Tourism in association with E-Factor and SkyWaltz)', '', 'Araku is known for its pristine valleys, cultural heritage and stunning waterfalls']"
Kochi,"['Soumya SadanandanThe HinduSpecial arrangement', 'Finally when she is getting to fulfil her dream of directing a feature film, actor-anchor Soumya Sadanandan has started her work on the film in a novel way. She has invited tracks from wannabe music composers for the untitled movie on her Facebook page. The movie, a family satire, stars Kunchacko Boban and Nimisha Sajayan in the main roles.', '“I don’t know whether any other filmmaker has done this before. Although we are starting the movie only next year, I wanted to ensure that we have good music in the film. I need three tracks. We invite tunes of all genres and it is open to musicians from across India. There are amazing composers who are waiting for a platform. All are situational songs and I need soulful tracks that will remain evergreen,” says Soumya, better known as Sou in industry circles.', 'Dinanath Puthenchery, son of lyricist late Gireesh Puthenchery, is the lyricist. “Once we zero in on the composers, Dinanath will coordinate with them. He knows the story and the situations,” adds Soumya. Tony Madathil has written the story and screenplay for the movie produced by United Global Media and Ananya Films.', 'Soumya, who won special mention at the 64th National Film Awards in the non-feature film category for her documentary film,\nChembai — My Discovery of a Legend\n, has assisted in films such as\nCinema Company, Idavappathi, Jawan of Vellimala\nand\nOlapeepi\n. She has also directed a short film online series,\nAshanum Ashathiyum\n.', 'Entries must be send to musicforsou@gmail.com.']"
Kochi,"['Notable effortAbove, Vellattanjur Sreejith, below, Abhiram Unni and the album coverSpecial Arrangement', 'One of the challenges of mixing and matching flavours with a firm Carnatic base is that it creates new sounds that are often fragile. What Vellattanjur Sreejith and Abhiram Unni have done in their album ‘Antara’ is to design a harmonic grid that encompasses the notes of a raga giving it a western spin. It is not just one grid but seven where multiple ragas emerge, where the various moods are explored keeping intact the character. It is not like the obscure fusion rather a confluence of musical styles.', 'Sreejith and Abhiram chose the ragas and krithis after much deliberation. “From the many that we short-listed them we chose those that Abhiram knew and those that he was confident of presenting well. Right from the time we embarked on this project we decided that we would attempt to give them a different musical treatment. Instead of the usual mridangam, ghatom or khanjira we thought of backing it with rich orchestration,” says Sreejith, a leading exponent of ghatom who has recorded, programmed, mixed and done the musical arrangement for ‘Antara’.', 'The traditional krithis and ragas are not really tampered with. Abhiram, a young vocalist who combines a passion for music with his banking career, has sung keeping the form pure and undiluted. “Sreejith asked me to sing them as I would do keeping the mood of the lyrics and the raga unscathed. He later wove my voice with the backing instruments to give it an amazing feel,” says Abhiram.', 'Brochevarevarura\n...(Khamas),\nManavyalakincha\n...(Nalinakanthi) and\nVande mataram\n...(Kuntalavarali) get a new treatment through ingenious orchestration. “For Khamas, which is predominantly melodious we added a brisk jathi that, we hope, has uplifted the piece. The use of guitar, saxophone, backing strings and a single violin helps give it a new colour. For Nalinakanthi we have tried out African tones and a rhythm pattern that is typically Western. Touches can be seen even in Kuntalavarali and Behag without disturbing the mood of the lyrics or that of the raga,” says Sreejith.', 'Irayimman Thampi’s\nAarodu cholvene\n... (Nathanamakriya) and Meenakshisuthan’s\nBalakrishnadevam\n...(Yamunakalyani) lend themselves to new manifestations. “Nothing has really changed except for the treatment of the notes and rhythms.\nBalakrishnadevam\n..., for instance, is given the colour of a bhajan with a constant rhythm pattern. And\nAarodu cholvene\n...is designed in the usual grid, like a typical padam. What we have tried is to enhance the major mood of the krithi using the veena instead of the usual violin,”says Abhiram.', 'A bunch of very talented musicians — Gokul Alankode (violin), Sajinlal Edappal (mridangam), AK Raghunath (flute), Anoop Vellattanjoor (guitar, edakka) and Biju Annamanada (veena )— have provided the backup, which incidentally is the soul of Antara.', 'Another interesting feature of this album is that the album has been recorded, mixed and mastered in the studio Sreejith set up at home. “I was always fascinated by this and tried to keep learning this art. I bought some minimum equipment and with the help of sound engineers set up this studio. Though I have done jingles, a couple of light songs, and the theme song for the Kerala School Kalolsavam in 2015 ‘Antara’ is the first full-fledged album from my studio,” says Sreejith.']"
Kochi,"['Jayasurya in a scene from the film and below, Ranjith ShankarThe HinduSpecial arrangement', 'Joy Thakkolkkaran and his gang are back! The enterprising entrepreneur who came up with incense sticks made from elephant dung is trying his luck with packaged drinking water this time around. Ranjith Sankar is bringing\nPunyalan Private Ltd\n, the sequel to Jayasurya-starrer\nPunyalan Agarbattis\n(2013), to the marquee this Friday.', 'While\nPunyalan Agarbattis\nturned out to be a wholesome entertainer, the sequel too promises a lot of laughs and drama going by its teasers and trailers. But Ranjith has his fingers crossed. “A sequel has its advantages and disadvantages. The advantage is that people know the characters and will definitely go to theatres to see them in action. But, the problem is they come with a lot of expectations and it is quite a challenge to rise up to that,” says Ranjith.', 'This time Joy is hitting the market with what he hopes is a water-tight plan — packaged drinking water, branded as ‘Punyalan Vellam’. His aim is to monopolise the world market! Ranjith says that while the movie has generous doses of humour, it touches upon several flaws in the system and society. As in\nPunyalan Agarbattis\n, Joy has to overcome many hurdles and eventually ends up taking things in his own hands to get things going. In the teaser, one finds Joy fuming over hartals, ban on beef, communal tensions and other current issues.', 'Ranjith says that he had a lot of stories in mind for the sequel, but none of them worked out. The story of the sequel was planned as a separate film. “However, things panned out in such a way that we thought we would make it Joy’s story.” Ranjith has written the story and screenplay.', 'Hit pair', 'It is his fourth film with Jayasurya, with whom he is producing (Dreams N’ Beyond) and distributing (Punyalan Cinemas) the movie. Dwelling on their association, Ranjith says: “The reality is that none of the four films were planned with Jayan in mind. However, somehow we ended up working together. People ask me about the comfort level I have with him. Actually I don’t like to have a comfort zone. I love to get out of that zone in my work place because that is more challenging for me as a filmmaker. In the case of Jayasurya, I have noticed that he has evolved as a person over these years, which I believe is more important than judging an actor by his acting talent.”', 'While artistes such as Aju Varghese, Sreejith Ravi and Sunil Sukhada are acting in the sequel as well, new entrants include Vijayaraghavan, Dharmajan Bolgatty, Guinness Pakru and Arya. Music is by Anand Madhusoodanan, his third film with Ranjith, and Vishnu Narayanan has cranked the camera.', 'Looking back', 'Meanwhile it is Ranjith’s 10th movie and the techie-turned-filmmaker who has proved his mettle time and again with fresh themes is ecstatic. “I never thought that the journey would go beyond\nPassenger\nbecause I am not from the cinema industry and have no god fathers. So my idea was to make just one movie. I assumed it would a flop, but since my wife and I are computer engineers, our plan was to go abroad and earn enough to make up for the loss. It feels incredible to know that I have stayed put to make 10 films.”', 'His oeuvre has thrillers\n(Passenger\nand\nArjunan Sakshi),\nfeel-good stories\n(Su..Su..Sudhi Vathmeekam\nand\nMolly Aunty Rocks\n), satire\n(Punyalan Agarbattis)\nand emotional narratives\n(Varsham and Ramante Edenthottam).', '“The story is the key in all the films and I love experimenting with themes and treatment. However, ultimately, the audience has to like the product and I can only try to give the best from my part. Recently I saw\nThor Ragnarok\nwith my children and realised that I would never be able to make a children’s movie in Malayalam because their taste and preferences are way beyond what I can imagine. However, I want to direct an action film. May be a biopic also. It was a dream to tell a love story and\nRamante Edenthottam\nfulfilled that to some extent. Nevertheless I want to bring a teenage love story on screen...” he signs off.', '', 'I don’t like to have a comfort zone. I love to get out of that zone in my work place because that is more challenging for me as a filmmaker', '', 'Poo paper', 'Haathi Chaap is a brand of paper manufactured in Rajasthan from elephant dung. Elephant dung paper was probably first made in Thailand and is also manufactured in Sri Lanka and South Africa.']"
Kochi,"['A wedding initiates a lifelong commitment that will continue during the good times and the tough times as well. The partners take the decision to be committed towards one another till the end of their lives as they tie the knot. Wedding is not just an event but a union of hearts.', 'It’s an occasion of joy for all and Indian weddings are known their its splendour and style. Malayalis have their own way of celebrating a wedding, with traditional rituals, spectacular arrangements, colourful garments, exotic dishes and a festive mood.', 'Mainly considering the change in the mindsets and concepts of Malayalis over the years when it comes to organising weddings, it’s highly important to plan a wedding with the help of experts in the business. With the entry of wedding planners, who are professionals in arranging everything that is required as per the budgets, the whole scenario has changed considerably. The wedding planners arrange everything from the halls, vehicles, photographers, decorations, food and all the related aspects.', 'The preparations that go into a wedding ceremony are often enormous. These are occasions where good looking people share laughs and spread happiness all around.', 'The concept of ‘destination weddings’ has become hugely popular of late. During destination weddings, the families of the bride and the groom come together at some plush resort or at picturesque destinations and the wedding celebrations go on, at times for three days or more. Often, a new theme is selected for each day, which makes it all really interesting. There are innovative themes like traditional village, Arabic, north Indian or those modelled on Indian festivals for instance. The cuisines serve a wide range of tastes and there are so many events arranged to keep the guests entertained.', 'Kerala has become a highly preferred destination for wedding ceremonies, not just for the natives but also for those from other states in India. The most preferred locations for destination weddings in the state these days are Kumarakom and Kovalam, according to those in the business.', 'With family members and friends coming from various parts of the globe for the big day, every detail has to be taken care of with utmost care. Weddings are happy occasions that build new bonds that are meant to last forever. The grandeur and style in organizing the occasions have seen a definite change over the years and brand new ways are planned to make it really special.', '', '', '', '', '', 'Vijay']"
Kochi,"['The Wudapple Christmas Sale show is put up by\xa0WUDAPPLE IMPEX AND TRADES. The main people behind the show are Raji, Beena Tharakan and Leena Francis. The company deals in Home decor, Garden pots and accessories and shortly into furniture.', 'The materials are sourced from all over. They are carefully curetted to satisfy the most sophisticated taste. This is related to Christmas and have handmade wreath, swags, streamers, table centre pieces,\xa0beautiful handmade rugged stars, ceramic angels, wooden angels\xa0,\xa0stockings,\xa0cushion covers, table mats etc….', 'All the beautiful artefacts on display at the Christmas Sale have been sourced from different countries.', 'A lot of effort and continuous travel especially during seasons have been undertaken to make available to Kochi the very unusual, different ornaments and handicrafts to adorn your home.']"
Kochi,"['Bird’s eye viewView of the temple from Skandashramam and the path leading to itNithin KumaR', 'The sun is punishing. Sweat rolls down my face. The rucksack feels like a boulder. I am climbing a 30-foot rock, painted with yellow arrows pointing the way up at Arunachala Hill, in Tiruvannamalai, a small temple town in Tamil Nadu and one of Hinduism’s most famous pilgrimage sites.', 'The Karthigai Deepam festival is when devotees from around the country make their way to Tiruvannamalai. For nine days, starting from November 23 this year, statues of deities will be taken on processions around the town. Some days, it will be on the fifty-foot-tall temple chariot.', 'On the final day of the festival, December 2 this year, a 10-foot-tall copper urn, preinstalled on the summit, filled with camphor, ghee and wicks of cloth will be lit. On a clear evening, the fire can be seen from miles away, making it look like a fluctuating star in the sky.', 'Located 180 kilometres from Chennai, the town’s population is 1,50,000. Sitting elegantly in the middle of the town is the 25-acre Arunachaleswara temple, one of the biggest in South India. Close to dawn, I walk past the huge eastern tower of the temple, before I start my climb. The tallest at 217 feet, it was built by Krishna Deva Raya of the Vijayanagara Empire, in 1516.', 'The giant green door under the huge tower is opened by a man clad in a white dhoti, chanting mantras. He opens all the sanctums, clears the previous day’s garlands and lights lamps near the deities. While sitting on the hill, a couple of hundred metres above, I see people the size of ants inside the squared temple premises. The huge gopuras and the surrounding town look like a plastic model in a museum. The scent of eucalyptus flavours the air. The path is rocky and steep, and tall bushes and thorny plants stick out on the path. The heat increases. And I am slowly running out of water.', 'The Geological Survey of India claims the hill to be 3.5 billion years old. But, obviously, the temple is much younger. Inscriptions on its walls date back to the 7th Century Pallava era. Later, it came under the Cholas in the 9th Century.', 'I continue up. My thighs start to burn. The sound of crickets never stops. An occasional breeze hits me. The summit is close, yet seems so far away. According to mythology, Shiva appeared as a flame to get rid of darkness in the world.', 'Pilgrims also walk around the hill; a practice called Girivalam. It is usually done on full moon days. And it is more auspicious during the full moon of Karthigai Deepam. Eight lingams are present on the small road around the hill. People usually walk bare foot, covering 14 kilometres, visiting all the eight temples on the way. The road elegantly curves around the hill, with trees bending over it. The reserve forest on either side makes the place serene. I continue until I reached the summit of the mountain of fire. There are vast luscious green fields around, as far as the eye can see. Small mountains are visible in the distance. The summit is blackened with burnt ghee and butter. It is slippery at the edges of the summit rock. I close my eyes in meditation. I realise my life is a journey that I should continue, literally and metaphorically, in search of new experiences.', '', 'People usually walk bare foot, covering 14 kilometres, visiting all the eight temples on the way']"
Kochi,"['Daisy Ridley surprised herself with just how fit she got for her second\nStar Wars\nadventure. The 25-year-old British actress says she thought she had reached peak fitness for\nStar Wars: The Force Awakens\n, only to raise the bar even higher for upcoming movie\nThe Last Jedi\n. “What I really liked about this one was that I thought I had trained to my maximum the first time around. Then I was like, ‘Do you know what? I feel like my mental and physical capacity has grown. I feel like I have grown’,” says Daisy, who stars as trainee Jedi Rey opposite Mark Hamill as Luke Skywalker. “It was amazing going beyond what I thought I could do. Triceps, biceps, pumping, pumping!”']"
Kochi,"['A Carnatic vocal concert by Ramakrishna Murthy will be held as part of the Edappally Sangeetolsavam, organised by Edappally Sangeetha Sadas.', '@Changampuzha Park', 'Edappally', 'November 16, 6 pm', '9847853719']"
Kochi,"['Kerala Fine Arts Society, as part of its monthly drama festival, will stage the Malayalam play\nEzhuthachan\n, directed by Meenambalam Santhosh.', '@Kerala Fine Arts Hall', 'Ernakulam', 'November 16, 6.30 pm', '2352730']"
Kochi,"['Soak in the Christmas spirit at the Wudapple sale and let the celebrations begin. Shop for decorations, ceramic pots, curios, lanterns, cushion covers and more.', '@Lotus Club', 'Warriam Road, Ernakulam', 'On till November 17, 10 am to 7.30 pm', '4050005']"
Kochi,"['Blue Latte\n, a curated art show by Hue & Why that tells cultural stories through colour palettes is on. There are a series of four paintings based on four colour palettes.', '@White Walls Art Gallery', 'Ledhi Cafe, Palarivattom', 'On till November 30, 11 am to 10 pm', '9446012466']"
Kochi,"['Don’t Spare Me\n, an exhibition featuring 128 caricatures of Jawaharlal Nehru by cartoonists from around the world, curated by Ibrahim Badusha is on.', '@Kerala Museum', 'Edappally', 'On till November 19, 10 am to 6 pm', '2541768']"
Kochi,"['Choose from a range of cuts with sauces, sides and have them grilled. Try out dishes like deviled crab, barbarian chicken and more at the\nMongolian Grill Nights\n.', '@Holiday Inn', 'Chakkaraparambu', 'On till November 19, 7.30 pm onwards', '4199000']"
Vijayawada,"['Police detain government school teachers in Vijayawada on Wednesday.V. RajuV RAJU.', 'Despite several hurdles and arrests made to scuttle the ‘Chalo Assembly’ protest led by members of the Federation of Andhra Pradesh State Teachers’ Organisations (FAPTO) to pressure the government to withdraw the Contributory Pension Scheme (CPS), the agitation was a grand success, claimed the Federation’s chairman P. Babu Reddy and secretary general G. Hrudayaraju, on Wednesday.', 'They said over 10,000 members started from their respective destinations to take part in the protest, and 4,000 of them could reach Vijayawada. They said the CPS gave no guarantee of pension after retirement and thus, they had been demanding that the government scrap the scheme and revive the old one.', 'They said 1,84,000 teachers and other employees were at the receiving end of the police high-handedness.', 'To thwart their protest, the police were deployed to confine the FAPTO leaders to house arrest at the district and mandal levels on Tuesday itself and at bus stations and railway stations on Wednesday, they said, alleging that this was against democratic norms.', 'The leaders said despite the hurdles, thousands of protesters managed to reach the Tummalapalli Kalakshetram in Vijayawada, from where they were arrested and bundled into police vans and shifted to various police stations across Krishna district.', 'Many of those arrested were women, they said. The leaders reiterated their demand that the government pass a resolution in the ongoing Assembly session on cancellation of the CPS in its present form and bring back the old pension system. Later, at a meeting they held, it was decided to register strong protest against the manner in which their protest was scuttled by the police, by sporting black badges on Thursday by teachers and employees in every district, mandal and town.']"
Vijayawada,"['TDP legislators on Wednesday demanded constitution of a House Committee to inquire into the irregularities in the Indiramma housing scheme implemented prior to 2014. Raising the issue during question hour, the MLAs including Gorantla Butchaiah Chowdary and Ravi Kumar stressed on the need for a House Committee. Rural Housing Minister Kalava Srinivasulu informed the House that a Group of Ministers (GoM) was already looking into the issue, and the government had initiated action against the erring officials. The government, however, had no objection to the demand, he said. Speaker Kodela Sivaprasada Rao said, “The mood of the House is that a House Committee be constituted. The government may announce a time-bound programme or the House Committee.” The Speaker, going further, said a decision would be taken before the adjournment.', 'Earlier, the members alleged that thousands of crores of rupees were misused during the previous government’s rule. Though there were no houses on the ground, bills were paid. The government did not take any action. It must recover the amount swindled by the MLAs and the politicians invoking the Revenue Recovery Act, they said.']"
Vijayawada,"['AgriGold Customers and Agents’ Welfare Association president Muppalla Nageswara Rao addressing the media in Vijayawada on Wednesday.A.V.G. PRASAD', 'AgriGold Customers and Agents’ Welfare Association president Muppalla Nageswara Rao on Wednesday alleged that the Special Investigation Team (SIT) was showing discrimination by citing the purview of various Acts.', 'Addressing the media here on Wednesday, Mr. Rao said the officials were rejecting some of the applications on the pretext that the transactions were under the Societies Act.', '“They are dividing the applications under Acts such as Companies Act, SEBI Act, and Societies Act, and creating confusion among the customers,” he alleged.', 'He said all the Acts come under the purview of the State government, and it was the responsibility of the government to ensure justice for all who had initiated financial transaction with the AgriGold group of companies.', '“So far, 23 lakhs applications have been scrutinised in Andhra Pradesh. The number of victims has grown from 19.50 lakh to nearly 23 lakh, as more victims, who had bought bonds under the ‘Agri Parivar Scheme’, are added to the list,” he said.', 'Though the government released Rs. 5 crore under two GOs towards compensation to the victims, not a single rupee was paid to them, he alleged. “The association is planning to stage a dharna with the families of the victims in Amaravati if the compensation is not paid at the earliest,” he warned.', 'He said several agents, who were pressurised by the customers, gave back the money by selling their properties and assets.', '“The government should now take the receipts into consideration while registering the facts of the transactions.”']"
Vijayawada,"['The Pattiseema Lift Irrigation Scheme (LIS) is all poised to set a new record by pumping 100 tmcft water from the Godavari River Basin. The scheme had done this in a record 148 days.', 'According to figures from the office of Water Resources Minister Devineni Umamaheswara Rao, the lift irrigation scheme was operated from June 17 and reached 99.3542 tmcft on Wednesday (147th day), Executive Engineer J Subramanyeswara Rao said. The LIS would pump another 0.70 tmcft on Thursday.', 'While 80 tmcft had been transferred from the basin to the Krishna basin, 4 tmcft had been lost due to evaporation, 16 tmcft was utilised for the irrigation of one lakh acres that were cultivated on either side of the Polavaram Right Main Canal (RMC), Mr. Subramanyeswara Rao said.', 'Chief Minister N. Chandrababu Naidu at a Neeru-Chettu programme in Rayalaseema said the Pattiseema LIS had the capacity to pump 100 tmcft from Godavari in the season and water to the same extent would be diverted from the Srisailam reservoir to Rayalaseema via the Pothyreddipadu Head Regulator.', 'The main objective of the scheme, which was completed in a record time by the Megha Engineering & Infrastructres Limited (MEIL), was to transfer 80 tmcft in 110 days.', 'Tangible gains', 'The pumps transferred 4 tmcft in 93 days in 2015, the first year, 55.6 tmcft in 137 days in the second year (2016) and 100 tmcft in 148 days in the third year with an improvement in performance every subsequent year.', 'Crop worth Rs. 24,000 crore was generated in these three years, according to rough estimates. The government has arranged to show its MLAs and MLCs the Polavaram project on Thursday. And since the LIS would complete pumping 100 tmcft even as they reach the site, it would be an occasion to celebrate, he said.']"
Vijayawada,"['Delhi Public School, Vijayawada, has been adjudged as one of the best CBSE schools in Andhra Pradesh by Brain Feed, a monthly educational initiative magazine.', 'The school has also been conferred with the best school in ICT (Information & Communication Technology) implementation, sports education and implementing PBL (Problem-based learning) methods.', 'These awards were given for achieving excellence in quality school education that in turn contributes towards development of society. The award was given at a function on November 12 in Bengaluru. Directors K. Praveen and P. Pavan Chand received the award.', 'Yet another organisation, Careers 360, known for rating institutions across higher education domains on the basis of objective parameters, has rated DPS, Vijayawada, as an outstanding school ranking first with AAAA+ in the day-cum-boarding category. The survey was done by a team of researchers who worked round the clock to collect data of individual schools.', 'Expressing happiness over the awards, P. Narendra Babu, pro-vice-chairman, DPS, said: “The school endeavours to achieve excellence in all the fields and it is indeed a great honour that we have achieved great laurels within a decade of the inception of our school.”', 'S.B. Rao, dean, congratulated the staff and students on their valuable contribution to the school. G. Mala, principal, exhorted the teachers and students to continue their good work and bring more laurels to the school.']"
